model,horizon_h,stratum,group,n,rmse,mae,r2,smape,bias,reference_rmse,skill_vs_persistence
ridge,6,pollution,observed <= 65 ug/m3,3106,20.31014384813208,14.348965857778634,-0.724746071472004,34.275889507304875,4.768578339871389,42.90220088705234,0.5265943604711064
ridge,6,pollution,observed > 35 ug/m3,8109,66.94161589979846,42.88099500644025,0.4426391919571727,31.789889529599012,-9.451188959710558,87.2195857314082,0.2324933059651938
ridge,6,pollution,observed <= 35 ug/m3,1168,17.773291877640542,11.689243995377518,-4.101714375408986,40.792741456198584,8.284434833820784,38.34002075874271,0.5364297794860301
random_forest,6,overall,all,9277,57.19054162210382,35.548492049865935,0.6129528746129811,30.846294466005386,-12.694175238043858,82.67135656366307,0.30821817858930534
random_forest,6,season,monsoon (wet),3048,30.805835449927738,18.800533089919732,0.33918317095923434,35.55301237780949,-8.850171783414428,37.9777398884415,0.18884495126832246
random_forest,6,season,dry,6229,66.38411355907142,43.74367248170346,0.47718349067363786,28.543183823016317,-14.575138880636654,97.32989532842825,0.3179473445947305
random_forest,6,pollution,observed > 65 ug/m3,6171,68.17450066628751,45.67915020925692,0.37605712457250884,29.386727012280613,-23.263481675499637,96.68567753204954,0.2948852156133579
random_forest,6,pollution,observed <= 65 ug/m3,3106,23.12846481788041,15.420903028101025,-1.2366229632468282,33.74616270713081,8.304920069599293,42.90220088705234,0.46090260313753595
random_forest,6,pollution,observed > 35 ug/m3,8109,60.669201534777606,38.86569887975222,0.5421949252180276,29.452989450197027,-15.993629947871446,87.2195857314082,0.3044085107029999
random_forest,6,pollution,observed <= 35 ug/m3,1168,20.59899981864343,12.518329221485805,-5.852872662718809,40.51950540195572,10.212741065031404,38.34002075874271,0.46272851680847815
